file,comp,C_succ_nodes,C_succ_edges,P_succ_nodes,P_succ_edges,Z_succ_nodes,Z_succ_edges,C_ind_nodes,C_ind_edges,P_ind_nodes,P_ind_edges,Z_ind_nodes,Z_ind_edges,C_bet_nodes,C_bet_edges,P_bet_nodes,P_bet_edges,Z_bet_nodes,Z_bet_edges
grafo1508.67.gml,0,26088,87693,14295,75900,12272,73877,101423,334828,68150,301555,62714,296119,28408,100490,14575,86657,12379,84461
grafo10175.99.gml,0,388081,1410347,186865,1209131,153686,1175952,1108075,3765427,704495,3361847,637341,3294693,427784,1575634,192602,1340452,157380,1305230
grafo249.22.gml,0,5930,18180,3606,15856,3218,15468,33442,108036,23526,98120,21756,96350,7118,23604,3698,20184,3308,19794
grafo9668.67.gml,0,28999,98862,15344,85207,13312,83175,91720,305803,59855,273938,54352,268435,29033,105317,15242,91526,13213,89497
grafo10878.94.gml,0,393204,1446348,187252,1240396,153628,1206772,991809,3409571,613186,3030948,551290,2969052,415291,1558756,191167,1334632,155652,1299117
grafo1691.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8137.86.gml,0,225198,798216,112462,685480,93414,666432,789466,2642860,519817,2373211,473713,2327107,257597,937797,117804,798004,98299,778499
grafo6907.38.gml,0,9244,29324,5336,25416,4726,24806,40279,131313,27618,118652,25396,116430,9723,33736,5354,29367,4713,28726
grafo7329.59.gml,0,11539,37231,6698,32390,5869,31561,50869,166331,34806,150268,32007,147469,12765,43789,6728,37752,5889,36913
grafo7008.37.gml,0,12246,38735,7116,33605,6145,32634,61444,199749,42571,180876,39350,177655,14492,48874,7339,41721,6449,40831
grafo3297.53.gml,0,63249,221433,32433,190617,27303,185487,199626,669650,130225,600249,118058,588082,67063,242898,32738,208573,27460,203295
grafo3969.54.gml,0,25728,86691,14139,75102,12168,73131,98227,324798,65778,292349,60634,287205,28354,99144,14339,85129,12263,83053
grafo11205.94.gml,0,268500,963996,130296,825792,109722,805218,870376,2920012,571664,2621300,519436,2569072,282422,1058990,130776,907344,109028,885596
grafo2620.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10452.94.gml,0,389865,1417813,187861,1215809,153948,1181896,1134574,3851606,724127,3441159,655194,3372226,425947,1585030,193517,1352600,158403,1317486
grafo11630.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo177.11.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1312.26.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8714.73.gml,0,6084,19520,3620,17056,3172,16608,22516,73920,15060,66464,13904,65308,5972,20680,3532,18240,3136,17844
grafo8555.87.gml,0,125746,451568,62851,388673,51611,377433,341868,1162196,215275,1035603,195785,1016113,129320,481498,63273,415451,51933,404111
grafo7810.71.gml,0,57920,202472,29754,174306,25216,169768,183446,615072,119960,551586,109038,540664,61033,221734,30114,190815,25492,186193
grafo6569.45.gml,0,11030,34744,6460,30174,5651,29365,53836,175134,37017,158315,34368,155666,12852,43113,6563,36824,5747,36008
grafo11111.94.gml,0,180606,640754,90680,550828,75414,535562,590892,1981400,384144,1774652,350196,1740704,197320,726836,92328,621844,76716,606232
grafo6503.59.gml,0,13010,42965,7470,37425,6353,36308,51486,169487,34632,152633,32025,150026,13878,48439,7584,42145,6203,40764
grafo490.40.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9544.62.gml,0,133251,468882,67693,403324,57475,393106,478699,1596528,316131,1433960,288480,1406309,150818,547591,70495,467268,59372,456145
grafo7342.44.gml,0,9984,32096,5722,27834,5060,27172,44943,146869,30938,132864,28512,130438,11313,38194,5894,32775,5157,32038
grafo6695.59.gml,0,37040,122254,20630,105844,18004,103218,184736,603562,127235,546061,117402,536228,45401,157691,21949,134239,18985,131275
grafo6936.43.gml,0,7580,23881,4375,20676,3905,20206,31653,103582,21462,93391,19904,91833,7822,26936,4382,23496,3902,23016
grafo10034.40.gml,0,14778,47834,8244,41300,7222,40278,58533,191971,39254,172692,36260,169698,15235,53756,8283,46804,7259,45780
grafo6627.57.gml,0,102648,359078,52546,308976,43162,299592,331616,1110022,215452,993858,196348,974754,110978,401910,53106,344038,44358,335290
grafo447.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1830.24.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7398.44.gml,0,23122,77880,12500,67258,10552,65310,79204,263612,52381,236789,48007,232415,23795,84838,12553,73596,10547,71590
grafo2481.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11316.99.gml,0,173124,615648,86588,529112,72440,514964,549784,1851680,357370,1659266,324968,1626864,190922,696044,89294,594416,74346,579468
grafo9197.70.gml,0,158538,558247,80429,480138,66999,466708,577802,1926041,381877,1730116,350036,1698275,177307,652426,84053,559172,69958,545077
grafo3542.40.gml,0,12624,41737,7282,36395,6235,35348,47418,156435,31687,140704,29334,138351,13174,46036,7213,40075,5981,38843
grafo3887.38.gml,0,9560,30112,5456,26008,4834,25386,43589,141827,29894,128132,27604,125842,10889,36232,5554,30897,4915,30258
grafo10623.98.gml,0,188880,673282,92202,576604,76374,560776,568752,1918280,365881,1715409,332005,1681533,204452,750533,94327,640408,78557,624638
grafo10357.94.gml,0,161590,573997,80587,492994,67539,479946,565206,1878211,375329,1688334,344629,1657634,166472,620185,79795,533508,65957,519670
grafo6990.46.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9859.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo521.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9451.61.gml,0,231002,832034,112911,713943,93754,694786,675450,2288300,430477,2043327,390792,2003642,249522,922500,116367,789345,95718,768696
grafo1775.31.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7259.44.gml,0,24303,78921,13689,68307,11728,66346,114205,373289,78331,337415,72274,331358,28511,98341,14051,83881,12356,82186
grafo5384.58.gml,0,13010,42965,7470,37425,6353,36308,51486,169487,34632,152633,32025,150026,13878,48439,7584,42145,6203,40764
grafo2907.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3118.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6891.39.gml,0,12093,38964,6934,33805,5863,32734,50407,164996,34206,148795,31387,145976,13019,44854,6938,38773,6015,37850
grafo5056.58.gml,0,40748,136988,21756,117996,18500,114740,161510,532566,108210,479266,99648,470704,45746,161200,22636,138090,19234,134688
grafo11159.93.gml,0,88840,308906,46210,266276,39232,259298,344925,1143137,230332,1028544,211412,1009624,101010,364581,47859,311430,40255,303826
grafo2307.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4566.62.gml,0,69458,237213,36649,204404,30905,198660,273394,904955,183353,814914,168373,799934,79540,282217,37853,240530,32399,235076
grafo1700.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11487.91.gml,0,153493,535851,78715,461073,65753,448111,584673,1943409,388571,1747307,356935,1715671,175739,638435,81949,544645,68561,531257
grafo1986.27.gml,0,3036,9126,1830,7920,1608,7698,12548,40626,8482,36560,7888,35966,2840,9726,1786,8672,1556,8442
grafo3958.51.gml,0,10444,34440,5754,29750,5008,29004,36486,120614,24340,108468,22258,106386,10360,36532,5676,31848,4888,31060
grafo10926.99.gml,0,296924,1066881,144805,914762,119185,889142,918653,3101934,591661,2774942,537271,2720552,328601,1211021,150558,1032978,123468,1005888
grafo8161.67.gml,0,54148,184822,28610,159284,24512,155186,197600,655172,130931,588503,120241,577813,57906,210155,28992,181241,24797,177046
grafo2030.30.gml,0,20678,65776,11900,56998,10460,55558,117132,379752,81707,344327,75851,338471,25133,87348,12621,74836,11049,73264
grafo747.12.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1186.47.gml,0,28078,91216,15812,78950,14032,77170,146381,476961,101050,431630,93698,424278,34310,118903,17019,101612,14619,99212
grafo4381.82.gml,0,242892,866566,119840,743514,99020,722694,792330,2661160,513845,2382675,468657,2337487,267631,989807,124108,846284,102615,824791
grafo11249.94.gml,0,157034,551270,80644,474880,67082,461318,611669,2029925,409387,1827643,376227,1794483,177302,650772,82189,555659,69017,542487
grafo6462.46.gml,0,5934,18676,3546,16288,3114,15856,23054,75252,15498,67696,14348,66546,5702,19976,3318,17592,2932,17206
grafo1250.29.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10520.99.gml,0,153859,543014,78853,468008,65717,454872,568477,1893786,375755,1701064,345013,1670322,175133,638842,82537,546246,68409,532118
grafo3375.39.gml,0,35452,117294,19646,101488,17342,99184,166703,546319,114337,493953,105330,484946,42597,147582,20828,125813,18191,123176
grafo2340.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2739.23.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6497.46.gml,0,15036,47574,8546,41084,7444,39982,76028,246990,52703,223665,48697,219659,17509,59783,8810,51084,7650,49924
grafo4504.62.gml,0,103486,360306,53252,310072,44688,301508,373170,1244438,247564,1118832,226408,1097676,114522,417312,55350,358140,45800,348590
grafo10940.39.gml,0,6086,19040,3612,16566,3178,16132,24392,79480,16487,71575,15208,70296,6165,20980,3350,18165,2952,17767
grafo6253.41.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7293.68.gml,0,4341,13623,2465,11747,2168,11450,17101,55821,11603,50323,10756,49476,4129,14433,2431,12735,2122,12426
grafo479.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3644.44.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11234.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10810.97.gml,0,462856,1678190,222324,1437658,182488,1397822,1441865,4869073,928000,4355208,842546,4269754,518324,1922089,231293,1635058,189312,1593077
grafo11056.98.gml,0,254652,918543,125037,788928,104404,768295,796969,2690544,514801,2408376,467689,2361264,284993,1043961,130460,889428,107683,866651
grafo4814.68.gml,0,63619,219452,32661,188494,27517,183350,215454,719023,142347,645916,129654,633223,67899,246185,33222,211508,28276,206562
grafo1047.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1094.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6015.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10735.99.gml,0,235606,841926,118284,724604,97780,704100,823641,2757719,540692,2474770,493733,2427811,262783,977568,123075,837860,101994,816779
grafo3409.57.gml,0,110682,382564,58050,329932,49270,321152,460041,1521545,309638,1371142,284540,1346044,132708,471045,61459,399796,51825,390162
grafo7981.85.gml,0,149956,532704,75300,458048,62580,445328,496508,1665868,324611,1493971,295131,1464491,165029,605957,78088,519016,64817,505745
grafo4042.43.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1496.52.gml,0,12307,39905,7076,34674,5855,33453,46035,151879,30968,136812,28723,134567,12017,43253,6836,38072,5811,37047
grafo9781.79.gml,0,182259,647528,91812,557081,76981,542250,619358,2074699,404708,1860049,369522,1824863,205016,747548,95695,638227,79663,622195
grafo7891.83.gml,0,144936,510210,74162,439436,62136,427410,539180,1795486,357362,1613668,327758,1584064,164934,601302,77510,513878,64978,501346
grafo2684.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3533.37.gml,0,51713,172018,27959,148264,24166,144471,266248,865963,184716,784431,171385,771100,59635,213110,28674,182149,24933,178408
grafo10956.95.gml,0,230070,831426,112812,714168,94006,695362,700096,2365912,450376,2116192,408243,2074059,250329,930541,116114,796326,95273,775485
grafo2585.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2424.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3571.42.gml,0,14208,45866,8106,39764,6892,38550,58725,193005,39896,174176,36928,171208,14921,52448,8101,45628,6953,44480
grafo8135.81.gml,0,272371,985023,133169,845821,110099,822751,859161,2899111,554871,2594821,504763,2544713,303488,1121184,138243,955939,114024,931720
grafo9708.70.gml,0,45884,156396,24520,135032,20881,131393,179612,594106,120718,535212,110325,524819,52000,183764,25432,157196,21595,153359
grafo1504.51.gml,0,21668,71618,12068,62018,10336,60286,88362,291046,59885,262569,55071,257755,23687,83190,12355,71858,10555,70058
grafo11189.94.gml,0,267552,952860,132659,817967,110522,795830,971987,3244193,643831,2916037,587269,2859475,302889,1121267,138280,956658,114173,932551
grafo1922.22.gml,0,2003,5985,1196,5178,1156,5138,8349,27025,5678,24354,5206,23882,1835,6259,1150,5574,1094,5518
grafo4812.57.gml,0,38482,129944,20896,112358,17766,109228,150883,499387,101401,449905,93450,441954,43429,152188,21258,130017,18165,126924
grafo10587.94.gml,0,86506,302436,44798,260728,38366,254296,316915,1054347,210507,947939,192799,930231,95717,348158,46227,298668,38940,291381
grafo11553.37.gml,0,12071,38942,6956,33827,5863,32734,50407,164996,34206,148795,31365,145954,13019,44854,6960,38795,6015,37850
grafo6860.44.gml,0,24209,79917,13639,69347,11722,67430,108004,354096,73584,319676,67822,313914,28319,97398,14123,83202,12237,81316
grafo10093.98.gml,0,361176,1306542,174218,1119584,142410,1087776,1062859,3599003,676026,3212170,613766,3149910,396181,1463958,179137,1246914,146206,1213983
grafo8847.60.gml,0,56959,191754,30594,165389,26423,161218,245471,808044,166379,728952,153376,715949,65988,234461,31762,200235,27022,195495
grafo205.30.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2097.53.gml,0,18681,61675,10211,53205,8940,51934,73507,241995,49657,218145,45460,213948,19615,69803,10315,60503,9106,59294
grafo2386.28.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1417.52.gml,0,7706,24838,4468,21600,3959,21091,31195,102279,21097,92181,19412,90496,8118,27767,4469,24118,3952,23601
grafo6635.56.gml,0,21182,70218,11838,60874,10084,59120,83166,274442,56188,247464,51594,242870,22756,80134,11988,69366,10166,67544
grafo9785.84.gml,0,75260,265472,38384,228596,32960,223172,233104,783824,151156,701876,137316,688036,79608,291120,39168,250680,32240,243752
grafo6035.35.gml,0,8199,25778,4667,22246,4172,21751,41695,135156,28908,122369,26895,120356,9008,31027,4851,26870,4237,26256
grafo5772.40.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2347.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10308.96.gml,0,145740,518055,72189,444504,59823,432138,446958,1507529,289824,1350395,262479,1323050,157381,576815,73912,493346,61103,480537
grafo8113.70.gml,0,80762,282212,41080,242530,34984,236434,255276,857150,166885,768759,151266,753140,85902,312243,41644,267985,34677,261018
grafo8287.77.gml,0,15176,49098,8512,42434,7414,41336,62964,206194,42570,185800,39340,182570,15996,56358,8674,49036,7474,47836
grafo5105.52.gml,0,114006,393198,59904,339096,50784,329976,513459,1689219,349794,1525554,321585,1497345,134334,488793,63003,417462,53205,407664
grafo3157.55.gml,0,22692,74860,12460,64628,10836,63004,97044,318874,66215,288045,61004,282834,25156,88311,12895,76050,10998,74153
grafo792.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9710.78.gml,0,206075,741371,100854,636150,82278,617574,595682,2018510,379716,1802544,343433,1766261,219518,815767,103397,699646,84332,680581
grafo3379.36.gml,0,4114,12885,2427,11198,2132,10903,17500,57009,11997,51506,10996,50505,4090,14107,2397,12414,2098,12115
grafo8751.87.gml,0,97315,343552,49632,295869,41624,287861,320710,1074779,209475,963544,190959,945028,105952,386238,51074,331360,42429,322715
grafo8122.72.gml,0,63173,218660,32903,188390,27405,182892,214491,716032,141849,643390,128961,630502,69149,247010,33551,211412,28033,205894
grafo4460.55.gml,0,18046,59625,10058,51637,8889,50468,76123,250022,51822,225721,47531,221430,20038,69830,10328,60120,9099,58891
grafo3604.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8927.88.gml,0,272566,972486,134628,834548,111244,811164,927916,3109882,607807,2789773,553094,2735060,308492,1132763,140407,964678,116652,940923
grafo11019.93.gml,0,159864,570442,78862,489440,65524,476102,505573,1700901,327883,1523211,298542,1493870,174015,641216,81466,548667,67113,534314
grafo1660.19.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5088.54.gml,0,34764,114587,18943,98766,16760,96583,166658,544903,114561,492806,105832,484077,41104,144043,19905,122844,17086,120025
grafo3093.35.gml,0,12272,38733,7177,33638,6389,32850,69400,224749,48583,203932,45047,200396,15127,51039,7524,43436,6646,42558
grafo10584.100.gml,0,109906,387108,55044,332246,45708,322910,337030,1132624,217998,1013592,198042,993636,117320,427698,55824,366202,46260,356638
grafo10824.92.gml,0,78063,268894,40673,231504,33974,224805,291221,967146,193641,869566,177933,853858,87458,314475,41464,268481,34986,262003
grafo9909.38.gml,0,7958,25053,4591,21686,4057,21152,35098,114395,23959,103256,22197,101494,8448,28977,4691,25220,4101,24630
grafo4019.40.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5765.44.gml,0,24985,82500,13925,71440,11940,69455,105029,345038,70969,310978,65480,305489,27941,97636,13981,83676,12144,81839
grafo393.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9450.84.gml,0,274058,977930,136064,839936,111936,815808,941298,3151474,617584,2827760,561870,2772046,311040,1140700,141752,971412,117342,947002
grafo6590.38.gml,0,7175,21993,4303,19121,3868,18686,36553,118601,25351,107399,23574,105622,7803,26943,4241,23381,3762,22902
grafo7574.86.gml,0,81800,285792,41700,245692,35504,239496,269594,902818,177309,810533,160829,794053,88217,320370,42559,274712,35391,267544
grafo3103.88.gml,0,34178,116368,17942,100132,15106,97296,108550,361648,70252,323350,64702,317800,34964,125488,17962,108486,15062,105586
grafo9195.66.gml,0,56400,192540,29890,166030,25360,161500,239094,787472,161967,710345,149239,697617,63774,229837,31028,197091,26393,192456
grafo8685.74.gml,0,43500,148100,22718,127318,19300,123900,150692,500256,99714,449278,90954,440518,46390,165832,23068,142510,19552,138994
grafo1682.21.gml,0,47724,155842,26472,134590,23004,131122,262034,853260,181721,772947,168421,759647,60545,211255,28646,179356,24899,175609
grafo7607.42.gml,0,35389,119504,19210,103325,16264,100379,130511,432860,87176,389525,79888,382237,38717,136390,19252,116925,16516,114189
grafo11369.96.gml,0,295084,1054530,147376,906822,123000,882446,1096762,3660976,725987,3290201,663907,3228121,343661,1263329,155730,1075398,129097,1048765
grafo10066.40.gml,0,12839,41483,7276,35920,6461,35105,61749,201273,42706,182230,39485,179009,14634,50289,7495,43150,6516,42171
grafo4128.61.gml,0,117528,413359,60000,355831,50484,346315,429933,1432040,284740,1286847,261337,1263444,133300,482894,62765,412359,52277,401871
grafo6911.44.gml,0,27923,95619,14938,82634,13214,80910,94215,314021,62440,282246,56724,276530,29561,104869,14904,90212,12646,87954
grafo5016.61.gml,0,25882,85560,14189,73867,12084,71762,104368,343736,70345,309713,64696,304064,28486,99832,14537,85883,12382,83728
grafo6375.52.gml,0,96374,329878,50994,284498,43290,276794,412602,1360142,278615,1226155,256803,1204343,111473,403341,53284,345152,45517,337385
grafo7291.39.gml,0,51356,172762,27376,148782,23518,144924,216096,711248,146391,641543,134373,629525,59022,208785,28604,178367,24345,174108
grafo10519.98.gml,0,168452,591590,84511,507649,70765,493903,628223,2089919,419169,1880865,383127,1844823,186615,690085,87642,591112,72778,576248
grafo9213.77.gml,0,241734,861902,119480,739648,98918,719086,789858,2654206,513925,2378273,467281,2331629,268365,989263,124952,845850,102209,823107
grafo5472.43.gml,0,17918,58134,10074,50290,8851,49067,78778,258140,53922,233284,49537,228899,20214,69662,10302,59750,8871,58319
grafo1406.46.gml,0,2003,5985,1196,5178,1156,5138,8349,27025,5678,24354,5206,23882,1835,6259,1150,5574,1094,5518
grafo9917.38.gml,0,7341,22607,4371,19637,3884,19150,39587,128127,27581,116121,25558,114098,8947,29293,4497,24843,3966,24312
grafo1679.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7120.84.gml,0,110778,389956,55856,335034,45988,325166,351800,1180304,229355,1057859,208119,1036623,118881,435260,56943,373322,46771,363150
grafo9461.78.gml,0,229920,827247,113813,711140,94594,691921,717360,2417809,461381,2161830,420906,2121355,249994,929629,117747,797382,95252,774887
grafo5144.71.gml,0,142348,496262,72860,426774,61172,415086,530644,1764998,352040,1586394,322316,1556670,160912,586440,75418,500946,63852,489380
grafo4157.67.gml,0,55062,190050,29224,164212,24964,159952,200268,665216,132619,597567,121593,586541,60319,217119,29922,186722,25541,182341
grafo10594.94.gml,0,268768,956896,133029,821157,110674,798802,972116,3245364,644167,2917415,587934,2861182,301110,1120065,138485,957440,114320,933275
grafo8538.80.gml,0,203467,726287,99976,622796,82454,605274,644002,2168858,419150,1944006,380049,1904905,219580,817137,102891,700448,84866,682423
grafo7875.62.gml,0,233428,826794,116804,710170,97026,690392,841057,2807681,554489,2521113,506840,2473464,267002,977553,121405,831956,101385,811936
grafo6688.46.gml,0,44224,149577,23704,129057,20165,125518,168799,559324,113262,503787,103664,494189,49352,173890,24193,148731,20559,145097
grafo10017.96.gml,0,413640,1503178,198628,1288166,163290,1252828,1165884,3964536,736829,3535481,665930,3464582,450818,1671539,203327,1424048,166337,1387058
grafo1427.51.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3148.37.gml,0,5142,15640,3108,13606,2730,13228,26104,84688,18159,76743,16800,75384,5589,18988,3134,16533,2768,16167
grafo4627.53.gml,0,29896,100434,16280,86818,14332,84870,121589,400917,82006,361334,75479,354807,34097,118614,16941,101458,14534,99051
grafo5821.33.gml,0,5634,17508,3370,15244,2958,14832,26518,86180,18336,77998,16964,76626,6392,20976,3370,17954,2972,17556
grafo6545.71.gml,0,42126,142880,22370,123124,19046,119800,165385,546165,110740,491520,101964,482744,47414,167329,23131,143046,19558,139473
grafo8023.99.gml,0,104294,364248,54114,314068,44890,304844,381136,1269226,253164,1141254,231928,1120018,115382,421422,55690,361730,46338,352378
grafo3573.43.gml,0,17664,58625,9834,50795,8775,49736,73311,241280,49746,217715,45731,213700,19984,68644,10264,58924,8895,57555
grafo7980.62.gml,0,146396,509556,75194,438354,63192,426352,581841,1927999,389233,1735391,357034,1703192,169383,615514,78428,524559,66429,512560
grafo9565.86.gml,0,71842,245538,37997,211693,31831,205527,281548,932292,189152,839896,173083,823827,82160,292251,39457,249548,33416,243507
grafo6923.39.gml,0,4116,12604,2445,10933,2156,10644,19023,61883,13175,56035,12131,54991,4326,14563,2440,12677,2135,12372
grafo2720.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8254.72.gml,0,14916,48232,8352,41668,7280,40596,60546,198298,40708,178460,37596,175348,15918,55228,8422,47732,7330,46640
grafo9199.77.gml,0,212502,754929,107520,649947,90137,632564,802954,2674407,533434,2404887,487875,2359328,244742,900093,113536,768887,94207,749558
grafo9523.64.gml,0,38546,131908,20270,113632,17107,110469,130000,433354,86323,389677,78496,381850,40588,145763,20429,125604,17221,122396
grafo2867.12.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10811.96.gml,0,437051,1585883,211587,1360419,174456,1323288,1369886,4625516,882301,4137931,801680,4057310,483572,1806482,218220,1541130,179337,1502247
grafo5677.42.gml,0,26127,84661,14395,72929,12568,71102,127833,417157,88151,377475,81648,370972,29641,105305,15009,90673,13052,88716
grafo9153.74.gml,0,170483,609683,84558,523758,70735,509935,551205,1853659,357530,1659984,325973,1628427,187481,691113,87892,591524,72729,576361
grafo6425.78.gml,0,36372,124052,19674,107354,16628,104308,133736,443542,88818,398624,81822,391628,40002,141442,20130,121570,16996,118436
grafo5753.46.gml,0,7488,23565,4305,20382,3861,19938,30136,98819,20347,89030,18849,87532,7268,25779,4299,22810,3827,22338
grafo7174.74.gml,0,56086,193736,29234,166884,24940,162590,194464,648680,128232,582448,117444,571660,60773,218804,30138,188169,25420,183451
grafo731.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11539.36.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5328.41.gml,0,14112,45770,8106,39764,6988,38646,58821,193101,39896,174176,36856,171136,14825,52352,8029,45556,7049,44576
grafo445.22.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8481.96.gml,0,151984,532806,76380,457202,64866,445688,566948,1877564,381996,1692612,350250,1660866,159544,586892,75382,502730,63072,490420
grafo3091.11.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9335.78.gml,0,74028,258408,37760,222140,31624,216004,229414,769150,147912,687648,135288,675024,77628,282946,38346,243664,31916,237234
grafo4641.79.gml,0,83108,290772,42664,250328,36826,244490,279967,936453,184087,840573,167673,824159,90095,327414,43817,281136,37176,274495
grafo1790.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6228.46.gml,0,17690,58651,9834,50795,8775,49736,73337,241306,49746,217715,45757,213726,20010,68670,10238,58898,8895,57555
grafo10216.97.gml,0,149130,530036,74902,455808,62200,443106,487548,1637510,317838,1467800,288894,1438856,165822,603068,77554,514800,64270,501516
grafo8688.89.gml,0,168643,604667,84034,520058,70203,506227,530036,1787304,342906,1600174,312213,1569481,186584,681879,86597,581892,71932,567227
grafo1846.19.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10320.95.gml,0,199563,719772,97190,617399,80332,600541,562343,1908874,357328,1703859,322100,1668631,211807,785366,98798,672357,81512,655071
grafo9988.38.gml,0,6614,20450,3744,17580,3298,17134,33688,108920,23550,98782,21776,97008,7129,24319,3765,20955,3303,20493
grafo10545.93.gml,0,104761,372522,51681,319442,43719,311480,292408,990173,186565,884330,168473,866238,107959,398915,52039,342995,42989,333945
grafo1523.27.gml,0,2734,8028,1754,7048,1574,6868,14679,47287,10236,42844,9479,42087,3001,9884,1687,8570,1553,8436
grafo11311.40.gml,0,5648,17728,3360,15440,2936,15016,23328,76352,15936,68960,14768,67792,5616,19488,3312,17184,2928,16800
grafo10703.95.gml,0,163902,589211,80808,506117,66583,491892,503770,1697207,325661,1519098,296539,1489976,172722,645406,81614,554298,67249,539933
grafo6242.93.gml,0,218304,774183,108734,664613,90142,646021,756378,2531449,497584,2272655,453054,2228125,245462,900992,113394,768924,94385,749915
grafo7932.71.gml,0,161216,572203,80851,491838,67655,478642,552451,1849762,362417,1659728,329935,1627246,181777,661733,84406,564362,70182,550138
grafo1724.19.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1823.19.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3451.43.gml,0,5966,18708,3546,16288,3114,15856,23054,75252,15498,67696,14316,66514,5702,19976,3286,17560,2900,17174
